open_time,open,high,low,close,volume,trades
2020-12-18 00:47:00,22804.70000000,22819.98000000,22792.50000000,22803.03000000,49.77228200,1145
2020-12-18 00:48:00,22803.03000000,22835.57000000,22788.24000000,22835.57000000,60.25951900,1067
2020-12-18 00:49:00,22835.71000000,22837.88000000,22810.67000000,22816.50000000,55.54220400,1368
2020-12-18 00:50:00,22817.43000000,22825.95000000,22809.11000000,22824.90000000,27.00765500,1074
2020-12-18 00:51:00,22824.90000000,22842.76000000,22817.39000000,22820.02000000,48.77278000,1107
2020-12-18 00:52:00,22820.01000000,22822.46000000,22799.55000000,22799.78000000,24.19211600,752
2020-12-18 00:53:00,22799.78000000,22799.78000000,22723.49000000,22734.98000000,90.53940700,1784
2020-12-18 00:54:00,22734.98000000,22745.80000000,22684.89000000,22699.58000000,116.37078700,1976
2020-12-18 00:55:00,22699.43000000,22713.88000000,22683.78000000,22695.58000000,48.30276600,1171
2020-12-18 00:56:00,22695.59000000,22719.12000000,22693.00000000,22697.97000000,45.29005200,1001
2020-12-18 00:57:00,22697.98000000,22717.48000000,22693.02000000,22717.47000000,28.89156500,784
2020-12-18 00:58:00,22717.48000000,22743.38000000,22715.16000000,22728.27000000,36.93828300,985
2020-12-18 00:59:00,22728.27000000,22768.41000000,22728.27000000,22764.77000000,55.46329800,908
2020-12-18 01:00:00,22764.77000000,22766.07000000,22709.57000000,22709.58000000,44.44366400,991
2020-12-18 01:01:00,22709.57000000,22709.58000000,22649.75000000,22668.18000000,107.56983400,1901
2020-12-18 01:02:00,22668.61000000,22685.50000000,22649.23000000,22652.05000000,34.80525500,1260
2020-12-18 01:03:00,22652.06000000,22680.00000000,22647.17000000,22663.93000000,44.00013000,1135
2020-12-18 01:04:00,22663.66000000,22677.13000000,22634.11000000,22677.13000000,55.51482600,1291
2020-12-18 01:05:00,22678.72000000,22685.50000000,22664.92000000,22675.21000000,18.98584700,965
2020-12-18 01:06:00,22675.20000000,22703.27000000,22670.00000000,22699.94000000,83.39055400,1245
2020-12-18 01:07:00,22699.93000000,22701.00000000,22668.73000000,22676.62000000,29.65913200,912
2020-12-18 01:08:00,22676.63000000,22699.59000000,22672.01000000,22694.76000000,15.91471500,710
2020-12-18 01:09:00,22694.82000000,22699.56000000,22680.50000000,22691.88000000,31.59394900,979
2020-12-18 01:10:00,22692.61000000,22735.54000000,22692.61000000,22713.26000000,74.13285500,1229
2020-12-18 01:11:00,22713.26000000,22735.53000000,22712.80000000,22731.71000000,22.28713900,767
2020-12-18 01:12:00,22731.71000000,22753.00000000,22731.71000000,22741.00000000,45.05829000,1103
2020-12-18 01:13:00,22741.01000000,22755.54000000,22730.01000000,22755.54000000,30.12531600,974
2020-12-18 01:14:00,22755.54000000,22810.32000000,22755.53000000,22803.79000000,70.99004800,1869
2020-12-18 01:15:00,22803.79000000,22952.20000000,22798.66000000,22926.09000000,187.47296500,3791
2020-12-18 01:16:00,22926.20000000,22980.68000000,22905.68000000,22980.68000000,117.00707500,2563
2020-12-18 01:17:00,22980.67000000,22992.02000000,22926.02000000,22992.01000000,117.92907700,2446
2020-12-18 01:18:00,22992.02000000,23038.75000000,22976.61000000,23030.96000000,196.99149900,2768
2020-12-18 01:19:00,23030.97000000,23038.75000000,22964.60000000,22968.61000000,80.07858800,2094
2020-12-18 01:20:00,22968.61000000,23035.00000000,22964.15000000,22985.48000000,107.02916500,2008
2020-12-18 01:21:00,22985.47000000,23084.00000000,22978.38000000,23084.00000000,165.26625800,2343
2020-12-18 01:22:00,23082.40000000,23096.34000000,23032.16000000,23034.67000000,124.32946300,2570
2020-12-18 01:23:00,23034.68000000,23048.17000000,23016.07000000,23035.08000000,54.02338700,1651
2020-12-18 01:24:00,23035.08000000,23073.85000000,23032.05000000,23059.96000000,53.57458600,1516
2020-12-18 01:25:00,23059.54000000,23072.00000000,23040.01000000,23062.30000000,66.47291900,1292
2020-12-18 01:26:00,23062.30000000,23062.31000000,22983.85000000,23024.59000000,147.43802900,2667
2020-12-18 01:27:00,23024.59000000,23026.45000000,22972.04000000,22998.02000000,53.41441000,1358
2020-12-18 01:28:00,22998.01000000,23013.97000000,22981.80000000,22989.99000000,57.41197900,1074
2020-12-18 01:29:00,22990.00000000,23085.00000000,22989.43000000,23059.34000000,127.00202300,2424
2020-12-18 01:30:00,23059.34000000,23117.01000000,23059.34000000,23112.98000000,121.88722900,3094
2020-12-18 01:31:00,23112.97000000,23146.95000000,23106.71000000,23123.97000000,97.90088000,2514
2020-12-18 01:32:00,23122.96000000,23143.04000000,23112.16000000,23140.43000000,41.39496000,1135
2020-12-18 01:33:00,23142.31000000,23143.80000000,23097.40000000,23102.95000000,93.35961800,1462
2020-12-18 01:34:00,23102.96000000,23102.96000000,23067.39000000,23072.20000000,70.96432900,1489
2020-12-18 01:35:00,23072.12000000,23090.19000000,23047.39000000,23086.01000000,96.61206000,1924
2020-12-18 01:36:00,23086.01000000,23104.84000000,23045.00000000,23045.01000000,90.01554400,1744
2020-12-18 01:37:00,23045.01000000,23081.76000000,23045.00000000,23079.94000000,32.44372500,899
2020-12-18 01:38:00,23079.94000000,23089.32000000,23048.75000000,23048.76000000,73.36046500,1219
2020-12-18 01:39:00,23048.76000000,23059.82000000,23017.91000000,23039.42000000,71.82780400,1522
2020-12-18 01:40:00,23038.02000000,23076.67000000,23033.87000000,23076.66000000,49.90384300,822
2020-12-18 01:41:00,23076.66000000,23114.84000000,23074.02000000,23109.73000000,66.26735200,1053
2020-12-18 01:42:00,23109.73000000,23109.73000000,23057.91000000,23078.72000000,41.86174400,741
2020-12-18 01:43:00,23078.72000000,23083.58000000,23051.18000000,23056.69000000,50.14138500,1103
2020-12-18 01:44:00,23056.69000000,23056.69000000,23005.13000000,23042.75000000,96.21807700,1637
2020-12-18 01:45:00,23042.74000000,23049.19000000,22993.97000000,23049.19000000,72.51139900,1452
2020-12-18 01:46:00,23049.19000000,23069.19000000,22996.70000000,23002.34000000,90.40874900,1492
2020-12-18 01:47:00,23002.34000000,23045.13000000,23000.00000000,23010.54000000,56.47289700,1186
2020-12-18 01:48:00,23010.52000000,23021.50000000,22995.50000000,23004.11000000,40.61657100,787
2020-12-18 01:49:00,23004.11000000,23029.58000000,23000.00000000,23000.03000000,54.19438200,1007
2020-12-18 01:50:00,23000.01000000,23000.64000000,22947.91000000,22958.47000000,65.78180400,1295
2020-12-18 01:51:00,22958.47000000,23007.91000000,22947.95000000,23004.10000000,46.28474100,1024
2020-12-18 01:52:00,23004.10000000,23019.19000000,22965.22000000,23018.00000000,50.72114200,1021
2020-12-18 01:53:00,23018.00000000,23023.12000000,23001.83000000,23023.12000000,40.52958300,855
2020-12-18 01:54:00,23023.11000000,23035.97000000,23000.00000000,23020.48000000,23.96396800,793
2020-12-18 01:55:00,23020.48000000,23020.48000000,22979.50000000,22984.36000000,35.28205900,997
2020-12-18 01:56:00,22985.42000000,22994.83000000,22971.18000000,22980.43000000,21.69052300,597
2020-12-18 01:57:00,22980.07000000,22995.25000000,22969.97000000,22973.34000000,26.31876400,784
2020-12-18 01:58:00,22973.34000000,22999.50000000,22973.34000000,22995.50000000,38.71943800,861
2020-12-18 01:59:00,22995.50000000,22995.84000000,22980.00000000,22988.21000000,33.51438300,954
2020-12-18 02:00:00,22988.21000000,22988.22000000,22940.68000000,22947.00000000,65.18578500,1285
2020-12-18 02:01:00,22947.00000000,22969.50000000,22937.90000000,22969.50000000,27.68993500,810
2020-12-18 02:02:00,22969.50000000,22995.76000000,22965.21000000,22993.21000000,20.74761300,733
2020-12-18 02:03:00,22993.20000000,23032.95000000,22993.20000000,23028.01000000,63.38088800,1102
2020-12-18 02:04:00,23028.47000000,23055.13000000,23028.46000000,23035.01000000,36.26212500,737
2020-12-18 02:05:00,23035.00000000,23064.24000000,23033.90000000,23041.00000000,60.18134100,1333
2020-12-18 02:06:00,23038.15000000,23064.08000000,23035.00000000,23047.51000000,40.46573000,1337
2020-12-18 02:07:00,23047.51000000,23065.13000000,23046.85000000,23055.58000000,26.84248900,1320
2020-12-18 02:08:00,23056.28000000,23065.13000000,23048.68000000,23061.55000000,32.63841500,1082
2020-12-18 02:09:00,23061.55000000,23067.52000000,23054.50000000,23064.56000000,50.14599400,907
2020-12-18 02:10:00,23064.57000000,23092.00000000,23064.56000000,23091.89000000,44.39094400,1068
2020-12-18 02:11:00,23090.16000000,23090.16000000,23066.48000000,23079.66000000,42.21568100,1036
2020-12-18 02:12:00,23081.07000000,23081.28000000,23054.50000000,23054.50000000,46.50244600,933
2020-12-18 02:13:00,23054.50000000,23054.51000000,23027.42000000,23030.73000000,52.09789400,1537
2020-12-18 02:14:00,23030.73000000,23084.32000000,23022.00000000,23082.64000000,62.49790700,1159
2020-12-18 02:15:00,23082.64000000,23125.49000000,23077.00000000,23124.02000000,92.12251500,1672
2020-12-18 02:16:00,23124.02000000,23124.70000000,23101.37000000,23118.77000000,121.60741500,1448
2020-12-18 02:17:00,23118.77000000,23120.49000000,23102.64000000,23106.50000000,47.56442600,995
2020-12-18 02:18:00,23106.49000000,23116.30000000,23090.00000000,23112.35000000,47.87446300,1156
2020-12-18 02:19:00,23112.35000000,23150.00000000,23103.61000000,23143.72000000,101.78060200,1638
2020-12-18 02:20:00,23143.75000000,23147.50000000,23110.42000000,23114.72000000,91.50770300,1587
2020-12-18 02:21:00,23114.82000000,23140.25000000,23114.81000000,23131.98000000,43.09882800,904
2020-12-18 02:22:00,23131.97000000,23131.98000000,23090.00000000,23106.52000000,53.19490800,1012
2020-12-18 02:23:00,23106.53000000,23120.24000000,23102.87000000,23107.75000000,32.27650300,897
2020-12-18 02:24:00,23107.76000000,23112.32000000,23089.89000000,23089.90000000,48.28171100,1145
2020-12-18 02:25:00,23089.79000000,23133.30000000,23086.92000000,23127.38000000,94.58774900,1642
2020-12-18 02:26:00,23127.38000000,23157.46000000,23127.37000000,23157.46000000,80.59021700,1363
2020-12-18 02:27:00,23157.45000000,23204.00000000,23157.45000000,23182.23000000,204.40824600,3292
2020-12-18 02:28:00,23182.24000000,23200.00000000,23150.68000000,23196.19000000,93.43878400,1864
2020-12-18 02:29:00,23196.19000000,23203.65000000,23174.53000000,23193.60000000,74.16588400,1529
2020-12-18 02:30:00,23193.59000000,23193.59000000,23150.68000000,23183.33000000,79.11516700,1630
2020-12-18 02:31:00,23183.64000000,23237.25000000,23178.01000000,23222.99000000,102.94369000,1927
2020-12-18 02:32:00,23219.21000000,23248.99000000,23209.99000000,23218.82000000,100.50581100,2158
2020-12-18 02:33:00,23219.03000000,23220.19000000,23191.41000000,23192.53000000,49.59838100,1240
2020-12-18 02:34:00,23192.74000000,23224.75000000,23190.66000000,23199.32000000,43.29515100,1150
2020-12-18 02:35:00,23199.88000000,23220.09000000,23199.88000000,23218.62000000,47.38895700,978
2020-12-18 02:36:00,23219.03000000,23244.49000000,23208.38000000,23213.90000000,88.63565100,1630
2020-12-18 02:37:00,23213.90000000,23217.51000000,23158.67000000,23175.66000000,204.95000100,1512
2020-12-18 02:38:00,23174.50000000,23205.73000000,23152.21000000,23205.73000000,54.28416000,1426
2020-12-18 02:39:00,23205.73000000,23206.24000000,23168.01000000,23179.36000000,39.40191000,1245
2020-12-18 02:40:00,23179.37000000,23188.31000000,23150.00000000,23152.42000000,56.21291200,1040
2020-12-18 02:41:00,23152.42000000,23156.73000000,23116.24000000,23136.52000000,91.39331100,1707
2020-12-18 02:42:00,23136.51000000,23142.69000000,23115.73000000,23138.71000000,56.10088600,1467
2020-12-18 02:43:00,23139.10000000,23151.66000000,23120.51000000,23150.43000000,42.35529200,1297
2020-12-18 02:44:00,23150.77000000,23151.66000000,23126.50000000,23128.07000000,51.08738700,1337
2020-12-18 02:45:00,23128.73000000,23132.64000000,23095.73000000,23112.53000000,71.19616700,1234
2020-12-18 02:46:00,23112.56000000,23126.88000000,23100.00000000,23124.09000000,32.73157800,849
2020-12-18 02:47:00,23124.09000000,23129.00000000,23101.69000000,23102.82000000,41.60697800,1118
2020-12-18 02:48:00,23102.82000000,23116.63000000,23096.89000000,23111.35000000,66.80550400,1052
2020-12-18 02:49:00,23111.35000000,23145.72000000,23108.05000000,23126.50000000,57.35674900,937
2020-12-18 02:50:00,23126.01000000,23136.84000000,23114.75000000,23131.16000000,33.65368300,646
2020-12-18 02:51:00,23131.16000000,23131.17000000,23077.63000000,23088.61000000,62.84375100,909
2020-12-18 02:52:00,23088.46000000,23088.46000000,23035.73000000,23058.93000000,109.28458800,1526
2020-12-18 02:53:00,23058.93000000,23061.11000000,23041.91000000,23058.23000000,59.10705900,1088
2020-12-18 02:54:00,23058.23000000,23065.49000000,23037.52000000,23063.16000000,40.61007700,1168
2020-12-18 02:55:00,23061.89000000,23083.57000000,23049.62000000,23066.50000000,40.05718100,1136
2020-12-18 02:56:00,23066.49000000,23089.90000000,23066.49000000,23077.02000000,38.96660400,1090
2020-12-18 02:57:00,23077.01000000,23089.90000000,23043.29000000,23049.96000000,54.56694600,1062
2020-12-18 02:58:00,23049.95000000,23053.00000000,23036.88000000,23046.01000000,32.84672700,977
2020-12-18 02:59:00,23046.00000000,23047.04000000,22996.07000000,23003.31000000,98.29807200,1861
2020-12-18 03:00:00,23003.31000000,23023.00000000,22996.07000000,23019.22000000,74.96870600,1336
2020-12-18 03:01:00,23019.22000000,23019.22000000,22985.08000000,23012.53000000,43.33349900,1079
2020-12-18 03:02:00,23012.53000000,23012.54000000,22957.29000000,22972.41000000,52.74819800,1313
2020-12-18 03:03:00,22972.41000000,22972.41000000,22940.00000000,22948.30000000,66.00798400,1388
2020-12-18 03:04:00,22948.30000000,22983.83000000,22945.77000000,22977.66000000,50.46883600,932
2020-12-18 03:05:00,22977.67000000,22988.33000000,22977.66000000,22983.21000000,27.37774800,745
2020-12-18 03:06:00,22983.20000000,22985.01000000,22941.00000000,22983.46000000,91.57689300,1171
2020-12-18 03:07:00,22983.46000000,23010.00000000,22972.31000000,23008.31000000,71.24451300,1133
2020-12-18 03:08:00,23008.31000000,23015.14000000,22982.99000000,22990.15000000,53.10427500,810
2020-12-18 03:09:00,22988.05000000,23037.24000000,22988.04000000,23019.43000000,80.55783200,1123
2020-12-18 03:10:00,23019.43000000,23040.00000000,23019.42000000,23023.62000000,45.77130200,893
2020-12-18 03:11:00,23023.62000000,23047.88000000,23013.48000000,23038.15000000,44.89216500,1001
2020-12-18 03:12:00,23038.15000000,23047.23000000,23023.75000000,23026.47000000,51.36827700,890
2020-12-18 03:13:00,23025.94000000,23034.50000000,23015.35000000,23028.94000000,34.82554900,762
2020-12-18 03:14:00,23028.95000000,23035.54000000,23025.45000000,23026.06000000,23.57381500,642
2020-12-18 03:15:00,23026.01000000,23040.00000000,23015.01000000,23028.01000000,27.39070000,671
2020-12-18 03:16:00,23026.26000000,23033.98000000,23019.01000000,23020.60000000,26.76342600,750
2020-12-18 03:17:00,23020.59000000,23020.60000000,22880.31000000,22908.00000000,170.32032100,2507
2020-12-18 03:18:00,22908.00000000,22923.25000000,22882.64000000,22907.13000000,74.47032500,1577
2020-12-18 03:19:00,22907.13000000,22915.00000000,22881.00000000,22894.03000000,34.74567000,1129
2020-12-18 03:20:00,22894.03000000,22914.71000000,22885.63000000,22892.96000000,36.17730900,1023
2020-12-18 03:21:00,22892.97000000,22914.71000000,22887.00000000,22905.97000000,25.78874400,887
2020-12-18 03:22:00,22905.10000000,22923.24000000,22900.56000000,22921.50000000,44.41600800,910
2020-12-18 03:23:00,22921.50000000,22928.43000000,22902.03000000,22910.57000000,33.55154200,675
2020-12-18 03:24:00,22910.57000000,22953.25000000,22910.57000000,22948.99000000,70.47145600,1147
2020-12-18 03:25:00,22948.99000000,22974.28000000,22940.00000000,22966.28000000,69.33849200,1260
2020-12-18 03:26:00,22966.28000000,22973.70000000,22950.90000000,22966.56000000,43.95213200,1238
2020-12-18 03:27:00,22966.56000000,22966.56000000,22937.94000000,22939.40000000,22.47112800,664
2020-12-18 03:28:00,22939.39000000,22964.27000000,22924.01000000,22960.27000000,34.46256800,684
2020-12-18 03:29:00,22960.28000000,22973.60000000,22960.28000000,22970.91000000,39.52406300,598
2020-12-18 03:30:00,22968.97000000,22968.97000000,22926.18000000,22930.00000000,38.57872200,833
2020-12-18 03:31:00,22930.00000000,22930.00000000,22888.46000000,22891.05000000,68.58518300,1285
2020-12-18 03:32:00,22891.33000000,22891.33000000,22836.94000000,22874.51000000,118.23178100,2012
2020-12-18 03:33:00,22874.51000000,22885.35000000,22850.00000000,22858.00000000,31.93309800,975
2020-12-18 03:34:00,22857.99000000,22876.00000000,22852.28000000,22854.55000000,27.91153500,924
2020-12-18 03:35:00,22854.54000000,22871.00000000,22835.68000000,22846.49000000,47.12654600,998
2020-12-18 03:36:00,22846.50000000,22846.50000000,22800.00000000,22833.01000000,91.00233400,1472
2020-12-18 03:37:00,22833.00000000,22833.01000000,22800.00000000,22809.37000000,50.89695500,1146
2020-12-18 03:38:00,22809.11000000,22852.86000000,22807.26000000,22835.00000000,51.18119500,1076
2020-12-18 03:39:00,22835.01000000,22866.89000000,22820.66000000,22855.77000000,53.29642800,991
2020-12-18 03:40:00,22855.77000000,22877.89000000,22837.49000000,22877.01000000,36.50918400,934
2020-12-18 03:41:00,22877.00000000,22877.01000000,22837.08000000,22844.03000000,40.27208800,843
2020-12-18 03:42:00,22844.03000000,22865.75000000,22825.76000000,22862.29000000,41.93190500,833
2020-12-18 03:43:00,22862.64000000,22874.31000000,22850.50000000,22874.31000000,16.79592800,691
2020-12-18 03:44:00,22874.31000000,22885.76000000,22858.00000000,22858.01000000,62.17840000,1157
2020-12-18 03:45:00,22857.99000000,22857.99000000,22830.00000000,22848.57000000,64.37018900,949
2020-12-18 03:46:00,22848.93000000,22855.60000000,22819.12000000,22824.51000000,49.02596700,841
2020-12-18 03:47:00,22824.85000000,22825.19000000,22762.05000000,22801.18000000,123.02139100,1883
2020-12-18 03:48:00,22801.72000000,22807.03000000,22762.77000000,22780.64000000,63.16420100,1317
2020-12-18 03:49:00,22781.77000000,22833.81000000,22781.16000000,22817.44000000,70.27556000,1119
2020-12-18 03:50:00,22817.45000000,22826.57000000,22801.99000000,22816.24000000,20.09152800,846
2020-12-18 03:51:00,22815.81000000,22829.01000000,22804.52000000,22826.14000000,47.08628400,1078
2020-12-18 03:52:00,22826.14000000,22829.89000000,22800.00000000,22803.99000000,76.33505100,1020
2020-12-18 03:53:00,22803.98000000,22803.99000000,22772.05000000,22781.91000000,72.37946600,1164
2020-12-18 03:54:00,22781.91000000,22806.48000000,22772.05000000,22797.11000000,34.73683000,815
2020-12-18 03:55:00,22797.12000000,22826.32000000,22797.11000000,22821.97000000,39.57670400,715
2020-12-18 03:56:00,22821.97000000,22841.31000000,22819.88000000,22828.72000000,46.73028700,799
2020-12-18 03:57:00,22828.72000000,22843.91000000,22826.40000000,22839.61000000,38.55921400,617
2020-12-18 03:58:00,22839.60000000,22846.99000000,22815.56000000,22825.73000000,60.01404800,974
2020-12-18 03:59:00,22825.39000000,22830.55000000,22809.88000000,22811.59000000,32.72693100,620
2020-12-18 04:00:00,22811.58000000,22836.46000000,22802.82000000,22833.12000000,31.23283300,695
2020-12-18 04:01:00,22833.10000000,22856.94000000,22833.10000000,22854.77000000,38.40744700,727
2020-12-18 04:02:00,22854.78000000,22909.86000000,22850.58000000,22891.11000000,78.72459900,1197
2020-12-18 04:03:00,22891.12000000,22894.92000000,22872.49000000,22878.96000000,76.18158300,915
2020-12-18 04:04:00,22878.96000000,22890.00000000,22873.00000000,22879.59000000,30.38356100,600
2020-12-18 04:05:00,22879.46000000,22885.36000000,22863.42000000,22873.98000000,30.77027000,698
2020-12-18 04:06:00,22873.99000000,22907.10000000,22873.09000000,22900.66000000,32.50848500,787
2020-12-18 04:07:00,22900.67000000,22918.99000000,22890.01000000,22901.24000000,56.58633500,1125
2020-12-18 04:08:00,22901.23000000,22921.27000000,22900.00000000,22911.29000000,51.38104900,847
2020-12-18 04:09:00,22911.29000000,22940.30000000,22911.29000000,22928.62000000,38.56284600,903
2020-12-18 04:10:00,22927.31000000,22928.13000000,22905.50000000,22920.00000000,61.05626900,762
2020-12-18 04:11:00,22920.01000000,22940.00000000,22920.00000000,22937.88000000,36.52073300,730
2020-12-18 04:12:00,22937.76000000,22963.31000000,22936.40000000,22955.53000000,38.79585800,929
2020-12-18 04:13:00,22955.53000000,22973.92000000,22920.00000000,22931.22000000,48.88247800,1038
2020-12-18 04:14:00,22931.22000000,22943.03000000,22902.70000000,22907.93000000,51.08068300,868
2020-12-18 04:15:00,22907.93000000,22927.16000000,22884.26000000,22911.87000000,54.54723100,926
2020-12-18 04:16:00,22911.87000000,22920.27000000,22897.51000000,22907.81000000,30.92564900,915
2020-12-18 04:17:00,22907.81000000,22915.00000000,22889.20000000,22901.20000000,43.60341100,1018
2020-12-18 04:18:00,22900.18000000,22904.00000000,22872.29000000,22874.32000000,41.58884500,1058
2020-12-18 04:19:00,22874.32000000,22890.08000000,22860.00000000,22861.05000000,30.91498100,928
2020-12-18 04:20:00,22861.06000000,22873.94000000,22858.84000000,22872.21000000,27.83299600,731
2020-12-18 04:21:00,22872.22000000,22872.22000000,22855.12000000,22860.56000000,22.84343400,656
2020-12-18 04:22:00,22860.56000000,22864.37000000,22838.84000000,22840.91000000,46.47679500,1001
2020-12-18 04:23:00,22840.91000000,22847.00000000,22827.43000000,22830.33000000,27.54785900,989
2020-12-18 04:24:00,22830.34000000,22846.97000000,22830.33000000,22838.39000000,20.58392500,588
2020-12-18 04:25:00,22838.40000000,22867.41000000,22838.40000000,22845.07000000,55.61642200,1172
2020-12-18 04:26:00,22845.07000000,22851.95000000,22838.04000000,22842.38000000,28.12834100,600
2020-12-18 04:27:00,22842.37000000,22864.00000000,22840.79000000,22850.06000000,36.34872300,609
2020-12-18 04:28:00,22850.06000000,22868.29000000,22822.05000000,22829.21000000,73.10643300,1399
2020-12-18 04:29:00,22829.22000000,22844.00000000,22820.22000000,22821.46000000,50.53184400,1104
2020-12-18 04:30:00,22821.46000000,22830.62000000,22816.16000000,22825.88000000,36.09072700,1010
2020-12-18 04:31:00,22825.87000000,22827.21000000,22795.91000000,22798.26000000,49.39470400,1127
2020-12-18 04:32:00,22798.26000000,22811.53000000,22787.73000000,22796.69000000,32.61284600,964
2020-12-18 04:33:00,22796.79000000,22805.00000000,22772.05000000,22803.53000000,45.71198300,1191
2020-12-18 04:34:00,22802.38000000,22828.98000000,22795.37000000,22828.98000000,46.49848800,1061
2020-12-18 04:35:00,22828.98000000,22882.05000000,22828.98000000,22874.34000000,81.89665500,1627
2020-12-18 04:36:00,22874.34000000,22895.00000000,22866.69000000,22893.73000000,32.48632100,773
2020-12-18 04:37:00,22893.74000000,22909.55000000,22884.76000000,22908.28000000,47.07372500,1064
2020-12-18 04:38:00,22908.28000000,22950.03000000,22908.28000000,22934.76000000,76.43876300,1565
2020-12-18 04:39:00,22933.44000000,22952.00000000,22930.93000000,22932.50000000,14.90367100,635
2020-12-18 04:40:00,22932.51000000,22941.81000000,22918.01000000,22925.79000000,31.16822900,819
